"consulta","cliques","impressoes","ctr","posicao"
"aeroporto estacionamento brasilia","0","1","0.00","34.00"
"aeroporto estacionamento confins","0","44","0.00","38.41"
"aeroporto estacionamento curitiba","0","109","0.00","14.31"
"aeroporto estacionamento fortaleza","0","1","0.00","1.00"
"aeroporto estacionamento guarulhos","0","113","0.00","46.55"
"aeroporto estacionamento lisboa","0","48","0.00","56.44"
"aeroporto estacionamento low cost","0","3","0.00","48.00"
"aeroporto estacionamento porto alegre","0","6","0.00","2.83"
"aeroporto estacionamento recife","0","48","0.00","8.79"
"aeroporto estacionamento valor","0","3","0.00","10.00"
"aeroporto estacionamento viracopos","0","5","0.00","3.40"
"aeroporto evora","0","1","0.00","2.00"
"aeroporto express guarulhos","0","1","0.00","1.00"
"aeroporto faro estacionamento","0","448","0.00","50.47"
"aeroporto faro parking","0","1","0.00","45.00"
"aeroporto faro parking low cost","0","116","0.00","36.76"
"aeroporto faro parque","0","219","0.00","52.49"
"aeroporto fe lisboa","0","1","0.00","14.00"
"aeroporto fecha que horas","0","1","0.00","1.00"
"aeroporto figo maduro","0","2","0.00","3.00"
"aeroporto florianopolis estacionamento","0","2","0.00","9.50"
"aeroporto florianopolis estacionamento diaria","0","2","0.00","10.00"
"aeroporto florianópolis estacionamento","0","2","0.00","8.50"
"aeroporto floripa estacionamento","0","1","0.00","3.00"
"aeroporto fortaleza estacionamento","0","17","0.00","1.06"
"aeroporto foz do iguaçu estacionamento","0","7","0.00","1.14"
"aeroporto francisco sá carneiro onde fica","0","1","0.00","3.00"
"aeroporto galeao estacionamento","0","50","0.00","24.84"
"aeroporto galeao vagas","0","1","0.00","47.00"
"aeroporto galeão","0","1","0.00","3.00"
"aeroporto galeão estacionamento preço","0","3","0.00","6.33"
"aeroporto galeão terminal 2 desembarque","0","1","0.00","3.00"
"aeroporto goiania","0","1","0.00","7.00"
"aeroporto goiania estacionamento","0","3","0.00","2.67"
"aeroporto grill preço","0","1","0.00","1.00"
"aeroporto gru","0","40","0.00","1.70"
"aeroporto gru estacionamento","0","84","0.00","49.33"
"aeroporto gru onde fica","0","3","0.00","10.00"
"aeroporto guarapes","0","1","0.00","49.00"
"aeroporto guararapes recife","0","1","0.00","13.00"
"aeroporto guarulhos","0","13","0.00","31.92"
"aeroporto guarulhos a rodoviaria tiete","0","1","0.00","2.00"
"aeroporto guarulhos barra funda","0","2","0.00","1.00"
"aeroporto guarulhos cep","0","4","0.00","1.00"
"aeroporto guarulhos cumbica","0","3","0.00","20.00"
"aeroporto guarulhos desembarque","0","3","0.00","1.00"
"aeroporto guarulhos desembarque nacional","0","1","0.00","1.00"
"aeroporto guarulhos distancia","0","1","0.00","1.00"
"aeroporto guarulhos endereço","0","44","0.00","20.05"
"aeroporto guarulhos estacionamento barato","0","73","0.00","43.95"
"aeroporto guarulhos estacionamento preço","0","11","0.00","40.64"
"aeroporto guarulhos estacionamento terminal 2","0","10","0.00","1.00"
"aeroporto guarulhos estacionamento terminal 3","0","12","0.00","50.67"
"aeroporto guarulhos internacional","0","2","0.00","1.00"
"aeroporto guarulhos localização","0","5","0.00","47.80"
"aeroporto guarulhos mapa","0","93","0.00","9.29"
"aeroporto guarulhos onde fica","0","1","0.00","1.00"
"aeroporto guarulhos onibus","0","1","0.00","3.00"
"aeroporto guarulhos para rodoviária tietê","0","1","0.00","2.00"
"aeroporto guarulhos são paulo","0","1","0.00","52.00"
"aeroporto guarulhos telefone","0","1","0.00","1.00"
"aeroporto guarulhos terminais","0","16","0.00","41.50"
"aeroporto guarulhos terminal 2","0","5","0.00","2.80"
"aeroporto guarulhos terminal 2 - embarque","0","1","0.00","2.00"
"aeroporto guarulhos terminal 2 estacionamento","0","3","0.00","18.00"
"aeroporto guarulhos terminal 3","0","1","0.00","2.00"
"aeroporto guarulhos terminal 3 - embarque","0","1","0.00","2.00"
"aeroporto guarulhos terminal 3 desembarque","0","1","0.00","2.00"
"aeroporto guarulhos terminal 3 estacionamento","0","67","0.00","45.25"
"aeroporto humberto delgado","0","1232","0.00","15.22"
"aeroporto humberto delgado (lis)","0","96","0.00","12.22"
"aeroporto humberto delgado fotos","0","19","0.00","3.79"
"aeroporto humberto delgado interior","0","2","0.00","3.00"
"aeroporto humberto delgado lisboa","0","57","0.00","38.91"
"aeroporto humberto delgado lisboa portugal","0","5","0.00","1.00"
"aeroporto humberto delgado lojas","0","1","0.00","10.00"
"aeroporto humberto delgado mapa","0","1","0.00","1.00"
"aeroporto iah","0","5","0.00","1.00"
"aeroporto informações","0","2","0.00","62.00"
"aeroporto internacional","0","1","0.00","1.00"
"aeroporto internacional afonso pena","0","545","0.00","14.58"
"aeroporto internacional afonso pena curitiba","0","11","0.00","38.73"
"aeroporto internacional afonso pena localizado em são josé dos pinhais","0","7","0.00","12.57"
"aeroporto internacional afonso pena onde fica","0","33","0.00","10.64"
"aeroporto internacional belo horizonte confins tancredo neves","0","1","0.00","4.00"
"aeroporto internacional belo horizonte/confins–tancredo neves","0","9","0.00","3.56"
"aeroporto internacional belo horizonte/confins–tancredo neves fotos","0","87","0.00","4.13"
"aeroporto internacional confins","0","8","0.00","37.00"
"aeroporto internacional curitiba","0","13","0.00","42.23"
"aeroporto internacional de belo horizonte confins","0","2","0.00","89.00"
"aeroporto internacional de belo horizonte confins informações","0","1","0.00","6.00"
"aeroporto internacional de campinas","0","2","0.00","5.00"
"aeroporto internacional de campinas viracopos","0","1","0.00","85.00"
"aeroporto internacional de confins","0","44","0.00","59.32"
"aeroporto internacional de confins - tancredo neves","0","1","0.00","16.00"
"aeroporto internacional de congonhas","0","4","0.00","49.25"
"aeroporto internacional de curitiba","0","245","0.00","15.53"
"aeroporto internacional de curitiba - afonso pena","0","1655","0.00","11.22"
"aeroporto internacional de curitiba - afonso pena fotos","0","71","0.00","3.37"
"aeroporto internacional de curitiba afonso pena","0","152","0.00","42.71"
"aeroporto internacional de curitiba afonso pena fotos","0","78","0.00","6.05"
"aeroporto internacional de guarulhos","0","5","0.00","54.20"
"aeroporto internacional de guarulhos desembarque","0","2","0.00","1.00"
"aeroporto internacional de guarulhos estacionamento","0","38","0.00","69.18"
"aeroporto internacional de guarulhos são paulo","0","3","0.00","85.33"
"aeroporto internacional de lisboa","0","358","0.00","21.43"
"aeroporto internacional de lisboa humberto delgado","0","331","0.00","16.69"
"aeroporto internacional de lisboa humberto delgado fotos","0","11","0.00","8.09"
"aeroporto internacional de lisboa nome","0","31","0.00","27.03"
"aeroporto internacional de navegantes","0","1","0.00","5.00"
"aeroporto internacional de navegantes endereço","0","1","0.00","66.00"
"aeroporto internacional de portugal","0","252","0.00","11.79"
"aeroporto internacional de recife","0","1","0.00","3.00"
"aeroporto internacional de são paulo guarulhos governador andré franco montoro","0","1","0.00","46.00"
"aeroporto internacional de são paulo/guarulhos–governador andré franco montoro","0","6","0.00","2.50"
"aeroporto internacional de são paulo/guarulhos–governador andré franco montoro (gru) - rodovia hélio smidt - aeroporto guarulhos - sp","0","1","0.00","3.00"
"aeroporto internacional de são paulo/guarulhos–governador andré franco montoro fotos","0","4","0.00","5.50"
"aeroporto internacional de viracopos","0","29","0.00","2.07"
"aeroporto internacional de viracopos (vcp)","0","10","0.00","6.30"
"aeroporto internacional de viracopos (vcp) - rodovia santos dumont - parque universitario de viracopos campinas - sp","0","3","0.00","8.67"
"aeroporto internacional de viracopos código vcp","0","1","0.00","1.00"
"aeroporto internacional de viracopos fotos","0","21","0.00","6.52"
"aeroporto internacional de viracopos vcp onde fica","0","2","0.00","26.00"
"aeroporto internacional do parana","0","2","0.00","14.00"
"aeroporto internacional em portugal","0","2","0.00","1.00"
"aeroporto internacional governador andré franco montoro","0","7","0.00","71.57"
"aeroporto internacional guarulhos","0","3","0.00","94.00"
"aeroporto internacional humberto delgado","0","7","0.00","10.71"
"aeroporto internacional lisboa","0","73","0.00","29.96"
"aeroporto internacional no brasil","0","1","0.00","1.00"
"aeroporto internacional portugal","0","3","0.00","36.00"
"aeroporto internacional sao paulo","0","1","0.00","1.00"
"aeroporto internacional tancredo neves","0","11","0.00","2.09"
"aeroporto internacional vira copos","0","3","0.00","1.00"
"aeroporto internacional viracopos","0","3","0.00","2.33"
"aeroporto internacional viracopos onde fica","0","2","0.00","1.00"
"aeroporto internacional viracopos são paulo","0","2","0.00","1.00"
"aeroporto interno","0","1","0.00","11.00"
"aeroporto joinville estacionamento","0","10","0.00","20.20"
"aeroporto joão pessoa","0","1","0.00","11.00"
"aeroporto joão pessoa estacionamento","0","243","0.00","9.75"
"aeroporto jp","0","1","0.00","4.00"
"aeroporto juazeiro do norte estacionamento","0","2","0.00","3.00"
"aeroporto l","0","30","0.00","10.77"
"aeroporto laponia","0","1","0.00","1.00"
"aeroporto leite lopes estacionamento","0","2","0.00","24.00"
"aeroporto liaboa","0","3","0.00","17.67"
"aeroporto liboa","0","3","0.00","5.67"
"aeroporto lidboa","0","1","0.00","14.00"
"aeroporto lis lisboa","0","36","0.00","11.78"
"aeroporto lisbao","0","1","0.00","11.00"
"aeroporto lisbia","0","2","0.00","5.50"
"aeroporto lisbo","0","8","0.00","22.88"
"aeroporto lisboa agora","0","1","0.00","15.00"
"aeroporto lisboa chegada","0","13","0.00","41.15"
"aeroporto lisboa chegadas estacionamento","0","3","0.00","78.67"
"aeroporto lisboa codigo","0","11","0.00","2.09"
"aeroporto lisboa endereço","0","2","0.00","5.00"
"aeroporto lisboa estacionamento chegadas","0","27","0.00","65.93"
"aeroporto lisboa estacionamento low cost","0","1861","0.00","53.07"
"aeroporto lisboa humberto delgado","0","17","0.00","8.29"
"aeroporto lisboa informações","0","41","0.00","28.00"
"aeroporto lisboa interior","0","9","0.00","6.67"
"aeroporto lisboa internacional","0","7","0.00","12.57"
"aeroporto lisboa lis","0","20","0.00","7.25"
"aeroporto lisboa lojas","0","1","0.00","4.00"
"aeroporto lisboa mapa","0","1","0.00","3.00"
"aeroporto lisboa mapa terminal 1","0","1","0.00","55.00"
"aeroporto lisboa morada","0","83","0.00","12.05"
"aeroporto lisboa nome","0","159","0.00","19.13"
"aeroporto lisboa novo","0","1","0.00","6.00"
"aeroporto lisboa p2","0","2","0.00","1.00"
"aeroporto lisboa parking","0","287","0.00","54.61"
"aeroporto lisboa parking low cost","0","556","0.00","38.92"
"aeroporto lisboa parque","0","832","0.00","60.19"
"aeroporto lisboa parque 3","0","5","0.00","52.00"
"aeroporto lisboa parque 5","0","36","0.00","89.25"
"aeroporto lisboa parque estacionamento","0","2","0.00","54.00"
"aeroporto lisboa parque low cost","0","13","0.00","58.08"
"aeroporto lisboa parque p5","0","39","0.00","66.28"
"aeroporto lisboa parques","0","2","0.00","43.00"
"aeroporto lisboa portela","0","9","0.00","25.89"
"aeroporto lisboa portugal","0","174","0.00","18.13"
"aeroporto lisboa pt","0","4","0.00","89.75"
"aeroporto lisboa sigla","0","96","0.00","5.04"
"aeroporto lisboa terminais","0","1","0.00","14.00"
"aeroporto lisboa terminal 1","0","2","0.00","57.00"
"aeroporto lisboa.","0","1","0.00","1.00"
"aeroporto lisbon","0","25","0.00","20.20"
"aeroporto local","0","1","0.00","1.00"
"aeroporto losboa","0","4","0.00","6.75"
"aeroporto luis eduardo magalhães","0","1","0.00","2.00"
"aeroporto lusboa","0","2","0.00","6.50"
"aeroporto luís de camões","0","1","0.00","51.00"
"aeroporto lx","0","2","0.00","21.00"
"aeroporto maceio estacionamento","0","39","0.00","10.15"
"aeroporto mad","0","1","0.00","1.00"
"aeroporto mais perto","0","1","0.00","1.00"
"aeroporto mais perto de campinas","0","1","0.00","1.00"
"aeroporto mais perto de campinas sp","0","2","0.00","1.00"
"aeroporto mais perto de curitiba","0","1","0.00","3.00"
"aeroporto mais perto de mim","0","2","0.00","1.00"
"aeroporto mais proximo","0","4","0.00","1.00"
"aeroporto mais proximo de campinas","0","1","0.00","1.00"
"aeroporto mais proximo de campinas sp","0","1","0.00","1.00"
"aeroporto mais proximo de curitiba","0","1","0.00","3.00"
"aeroporto mais proximo de mim","0","2","0.00","1.00"
"aeroporto mais próximo","0","4","0.00","1.00"
"aeroporto mais próximo da minha localização","0","1","0.00","1.00"
"aeroporto mais próximo de curitiba","0","2","0.00","2.00"
"aeroporto mais próximo de mim","0","1","0.00","1.00"
"aeroporto maringa estacionamento","0","1","0.00","3.00"
"aeroporto mg","0","1","0.00","41.00"
"aeroporto minas gerais","0","2","0.00","1.00"
"aeroporto minas gerais confins","0","2","0.00","2.00"
"aeroporto mvd","0","1","0.00","1.00"
"aeroporto mxp","0","1","0.00","1.00"
"aeroporto natal estacionamento","0","5","0.00","1.40"
"aeroporto navegante","0","1","0.00","15.00"
"aeroporto navegantes","0","4","0.00","4.50"
"aeroporto navegantes onde fica","0","3","0.00","69.00"
"aeroporto navegantes sc","0","1","0.00","2.00"
"aeroporto no sul do brasil","0","1","0.00","1.00"
"aeroporto nvt","0","1","0.00","11.00"
"aeroporto pampulha bh","0","2","0.00","3.00"
"aeroporto pampulha sigla","0","1","0.00","2.00"
"aeroporto para joao pessoa","0","2","0.00","74.50"
"aeroporto parana","0","1","0.00","34.00"
"aeroporto parana curitiba","0","2","0.00","7.00"
"aeroporto paraná","0","1","0.00","90.00"
"aeroporto park","0","65","0.00","62.11"
"aeroporto park confins","0","2","0.00","23.50"
"aeroporto park de estacionamento","0","1","0.00","73.00"
"aeroporto park guarulhos","0","1","0.00","10.00"
"aeroporto park lisboa","0","1","0.00","82.00"
"aeroporto parking","0","35","0.00","65.66"
"aeroporto parque","0","415","0.00","73.41"
"aeroporto parque - estacionamento low cost aeroporto lisboa","0","2","0.00","55.00"
"aeroporto parque estacionamento","0","25","0.00","63.88"
"aeroporto parque lisboa","0","612","0.00","65.40"
"aeroporto parque low cost","0","8","0.00","52.63"
"aeroporto parque.com","0","1","0.00","93.00"
"aeroporto parques","0","53","0.00","71.79"
"aeroporto passo fundo estacionamento","0","5","0.00","1.00"
"aeroporto perto","0","1","0.00","1.00"
"aeroporto perto de campinas","0","4","0.00","1.50"
"aeroporto perto de campinas sp","0","1","0.00","3.00"
"aeroporto perto de curitiba","0","3","0.00","2.33"
"aeroporto perto de indaiatuba","0","1","0.00","1.00"
"aeroporto perto de lisboa","0","1","0.00","16.00"
"aeroporto perto de mim","0","8","0.00","1.00"
"aeroporto perto de recife","0","6","0.00","35.67"
"aeroporto pinhais","0","3","0.00","9.00"
"aeroporto piraquara","0","1","0.00","4.00"
"aeroporto poa estacionamento","0","8","0.00","26.25"
"aeroporto por dentro","0","19","0.00","2.58"
"aeroporto portela","0","3","0.00","1.67"
"aeroporto portela de sacavem lisboa","0","1","0.00","19.00"
"aeroporto portela lisboa","0","13","0.00","12.62"
"aeroporto porto alegre estacionamento","0","38","0.00","22.47"
"aeroporto portugal","0","61","0.00","20.85"
"aeroporto portugal lisboa","0","343","0.00","12.55"
"aeroporto proximo a alphaville sp","0","3","0.00","1.00"
"aeroporto proximo a curitiba","0","2","0.00","2.00"
"aeroporto proximo de curitiba","0","1","0.00","13.00"
"aeroporto recife","0","5","0.00","7.60"
"aeroporto recife endereco","0","1","0.00","98.00"
"aeroporto recife estacionamento preço","0","24","0.00","24.92"
"aeroporto regional de maringá - silvio name júnior","0","1","0.00","4.00"
"aeroporto ribeirao preto","0","1","0.00","3.00"
"aeroporto ribeirão preto estacionamento","0","1","0.00","52.00"
"aeroporto rio preto estacionamento","0","3","0.00","46.33"
"aeroporto riogaleão","0","1","0.00","6.00"
"aeroporto salgado filho","0","1","0.00","6.00"
"aeroporto salgado filho estacionamento","0","109","0.00","12.58"
"aeroporto salvador estacionamento","0","2","0.00","8.00"
"aeroporto santos dumont rj","0","1","0.00","3.00"
"aeroporto santos dumont telefone","0","2","0.00","45.50"
"aeroporto santos dumont tem estacionamento","0","3","0.00","7.33"
"aeroporto santos dumont vagas","0","3","0.00","46.67"
"aeroporto sao","0","2","0.00","2.00"
"aeroporto sao jose do rio preto","0","1","0.00","3.00"
"aeroporto sao jose dos pinhais","0","29","0.00","45.66"
"aeroporto sao jose dos pinhais estacionamento","0","1","0.00","12.00"
"aeroporto sao luis estacionamento","0","2","0.00","1.00"
"aeroporto sao paulo","0","5","0.00","2.40"
"aeroporto sao paulo campinas","0","1","0.00","1.00"
"aeroporto sao paulo capital","0","2","0.00","1.00"
"aeroporto sao paulo guarulhos","0","1","0.00","98.00"
"aeroporto siqueira campos","0","1","0.00","1.00"
"aeroporto sjp onde fica","0","48","0.00","8.33"
"aeroporto são jose dos pinhais","0","5","0.00","9.40"
"aeroporto são josé dos pinhais","0","22","0.00","22.55"
"aeroporto são josé dos pinhais curitiba","0","1","0.00","11.00"
"aeroporto são paulo","0","2","0.00","1.00"
"aeroporto são paulo viracopos","0","2","0.00","24.50"
"aeroporto tancredo neves","0","16","0.00","2.81"
"aeroporto uberlandia","0","1","0.00","3.00"
"aeroporto uberlandia estacionamento","0","3","0.00","6.00"
"aeroporto v","0","3","0.00","1.00"
"aeroporto valinhos","0","2","0.00","1.00"
"aeroporto vcp","0","38","0.00","2.50"
"aeroporto vcp campinas","0","2","0.00","49.00"
"aeroporto vcp estacionamento","0","58","0.00","4.91"
"aeroporto vcp onde fica","0","26","0.00","20.54"
"aeroporto vcp são paulo","0","1","0.00","1.00"
"aeroporto vila copos","0","8","0.00","49.88"
"aeroporto vira","0","3","0.00","2.33"
"aeroporto vira copo","0","2","0.00","54.50"
"aeroporto vira copos","0","3","0.00","5.33"
"aeroporto viracopos azul","0","2","0.00","1.00"
"aeroporto viracopos brasil","0","8","0.00","47.00"
